geometry,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii
POINT (172.6582317333 -43.5049073575),242695,AIMS,221511,36,Quinns Road,"36 Quinns Road, Shirley, Christchurch",Christchurch City,,,,,,36,,,,Quinns,Road,,,,Shirley,Christchurch,Thoroughfare,Current,172.65823173,-43.50490732,Quinns,,,Shirley,Christchurch,Quinns Road,"36 Quinns Road, Shirley, Christchurch"
POINT (172.6597022833 -43.5040724741),242794,AIMS,221602,48,Hope Street,"48 Hope Street, Shirley, Christchurch",Christchurch City,,,,,,48,,,,Hope,Street,,,,Shirley,Christchurch,Thoroughfare,Current,172.65970228,-43.50407243,Hope,,,Shirley,Christchurch,Hope Street,"48 Hope Street, Shirley, Christchurch"
POINT (172.9548168333 -43.8146074241),289660,AIMS,1573377,20A,Hempleman Drive,"20A Hempleman Drive, Akaroa",Christchurch City,,,,,,20,A,,,Hempleman,Drive,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95481683,-43.81460738,Hempleman,,,Akaroa,Akaroa,Hempleman Drive,"20A Hempleman Drive, Akaroa"
POINT (172.9512091833 -43.8160970075),289667,AIMS,257873,13,Stanley Place,"13 Stanley Place, Akaroa",Christchurch City,,,,,,13,,,,Stanley,Place,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95120918,-43.81609697,Stanley,,,Akaroa,Akaroa,Stanley Place,"13 Stanley Place, Akaroa"
POINT (172.9510201 -43.8160789575),289674,AIMS,257880,20,Stanley Place,"20 Stanley Place, Akaroa",Christchurch City,,,,,,20,,,,Stanley,Place,,,,Akaroa,Akaroa,Thoroughfare,Current,172.9510201,-43.81607892,Stanley,,,Akaroa,Akaroa,Stanley Place,"20 Stanley Place, Akaroa"
POINT (172.6919898667 -43.4769466907),260976,AIMS,2799360,8,Sequoia Place,"8 Sequoia Place, Parklands, Christchurch",Christchurch City,,,,,,8,,,,Sequoia,Place,,,,Parklands,Christchurch,Thoroughfare,Current,172.69198987,-43.47694665,Sequoia,,,Parklands,Christchurch,Sequoia Place,"8 Sequoia Place, Parklands, Christchurch"
POINT (172.6882607333 -43.4925092075),261217,AIMS,235748,44,Travis Road,"44 Travis Road, Burwood, Christchurch",Christchurch City,,,,,,44,,,,Travis,Road,,,,Burwood,Christchurch,Thoroughfare,Current,172.68826073,-43.49250917,Travis,,,Burwood,Christchurch,Travis Road,"44 Travis Road, Burwood, Christchurch"
POINT (172.9519296333 -43.8152858908),289683,AIMS,257889,227,Beach Road,"227 Beach Road, Akaroa",Christchurch City,,,,,,227,,,,Beach,Road,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95192963,-43.81528585,Beach,,,Akaroa,Akaroa,Beach Road,"227 Beach Road, Akaroa"
POINT (172.9516834833 -43.8153264575),289685,AIMS,257891,229,Beach Road,"229 Beach Road, Akaroa",Christchurch City,,,,,,229,,,,Beach,Road,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95168348,-43.81532642,Beach,,,Akaroa,Akaroa,Beach Road,"229 Beach Road, Akaroa"
POINT (172.7002115167 -43.4813479908),266737,AIMS,239870,11,Jade Place,"11 Jade Place, Parklands, Christchurch",Christchurch City,,,,,,11,,,,Jade,Place,,,,Parklands,Christchurch,Thoroughfare,Current,172.70021152,-43.48134795,Jade,,,Parklands,Christchurch,Jade Place,"11 Jade Place, Parklands, Christchurch"
POINT (172.9515451833 -43.8159930408),289690,AIMS,257896,237,Beach Road,"237 Beach Road, Akaroa",Christchurch City,,,,,,237,,,,Beach,Road,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95154518,-43.815993,Beach,,,Akaroa,Akaroa,Beach Road,"237 Beach Road, Akaroa"
POINT (172.6963279667 -43.4810914408),267085,AIMS,3143298,416,Mairehau Road,"416 Mairehau Road, Parklands, Christchurch",Christchurch City,,,,,,416,,,,Mairehau,Road,,,,Parklands,Christchurch,Thoroughfare,Current,172.69632797,-43.4810914,Mairehau,,,Parklands,Christchurch,Mairehau Road,"416 Mairehau Road, Parklands, Christchurch"
POINT (172.6975147333 -43.5025478075),267868,AIMS,3130265,58,Cowes Street,"58 Cowes Street, Avondale, Christchurch",Christchurch City,,,,,,58,,,,Cowes,Street,,,,Avondale,Christchurch,Thoroughfare,Current,172.69751473,-43.50254777,Cowes,,,Avondale,Christchurch,Cowes Street,"58 Cowes Street, Avondale, Christchurch"
POINT (172.7038898667 -43.5070858408),268463,AIMS,241017,3,Solent Place,"3 Solent Place, Aranui, Christchurch",Christchurch City,,,,,,3,,,,Solent,Place,,,,Aranui,Christchurch,Thoroughfare,Current,172.70388987,-43.5070858,Solent,,,Aranui,Christchurch,Solent Place,"3 Solent Place, Aranui, Christchurch"
POINT (172.9543399333 -43.8153065241),289697,AIMS,257903,26,Hempleman Drive,"26 Hempleman Drive, Akaroa",Christchurch City,,,,,,26,,,,Hempleman,Drive,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95433993,-43.81530648,Hempleman,,,Akaroa,Akaroa,Hempleman Drive,"26 Hempleman Drive, Akaroa"
POINT (172.71065915 -43.4840760408),270780,AIMS,2746657,5,Orca Lane,"5 Orca Lane, Parklands, Christchurch",Christchurch City,,,,,,5,,,,Orca,Lane,,,,Parklands,Christchurch,Thoroughfare,Current,172.71065915,-43.484076,Orca,,,Parklands,Christchurch,Orca Lane,"5 Orca Lane, Parklands, Christchurch"
POINT (172.7106270833 -43.4841305075),270833,AIMS,2746658,7,Orca Lane,"7 Orca Lane, Parklands, Christchurch",Christchurch City,,,,,,7,,,,Orca,Lane,,,,Parklands,Christchurch,Thoroughfare,Current,172.71062708,-43.48413047,Orca,,,Parklands,Christchurch,Orca Lane,"7 Orca Lane, Parklands, Christchurch"
POINT (172.70503025 -43.4860542575),271402,AIMS,2788231,4,Donnington Street,"4 Donnington Street, Parklands, Christchurch",Christchurch City,,,,,,4,,,,Donnington,Street,,,,Parklands,Christchurch,Thoroughfare,Current,172.70503025,-43.48605422,Donnington,,,Parklands,Christchurch,Donnington Street,"4 Donnington Street, Parklands, Christchurch"
POINT (172.7089174667 -43.5059195075),272345,AIMS,243618,118,Eureka Street,"118 Eureka Street, Aranui, Christchurch",Christchurch City,,,,,,118,,,,Eureka,Street,,,,Aranui,Christchurch,Thoroughfare,Current,172.70891747,-43.50591947,Eureka,,,Aranui,Christchurch,Eureka Street,"118 Eureka Street, Aranui, Christchurch"
POINT (172.9546247667 -43.8158993741),289701,AIMS,257907,29,Hempleman Drive,"29 Hempleman Drive, Akaroa",Christchurch City,,,,,,29,,,,Hempleman,Drive,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95462477,-43.81589933,Hempleman,,,Akaroa,Akaroa,Hempleman Drive,"29 Hempleman Drive, Akaroa"
POINT (172.7097003333 -43.5070760575),272547,AIMS,243814,25,Meon Street,"25 Meon Street, Aranui, Christchurch",Christchurch City,,,,,,25,,,,Meon,Street,,,,Aranui,Christchurch,Thoroughfare,Current,172.70970033,-43.50707602,Meon,,,Aranui,Christchurch,Meon Street,"25 Meon Street, Aranui, Christchurch"
POINT (172.7119487 -43.4997392741),271676,AIMS,243263,16,Thurso Place,"16 Thurso Place, New Brighton, Christchurch",Christchurch City,,,,,,16,,,,Thurso,Place,,,,New Brighton,Christchurch,Thoroughfare,Current,172.7119487,-43.49973923,Thurso,,,New Brighton,Christchurch,Thurso Place,"16 Thurso Place, New Brighton, Christchurch"
POINT (172.9539835833 -43.8160740908),289706,AIMS,257912,33,Hempleman Drive,"33 Hempleman Drive, Akaroa",Christchurch City,,,,,,33,,,,Hempleman,Drive,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95398358,-43.81607405,Hempleman,,,Akaroa,Akaroa,Hempleman Drive,"33 Hempleman Drive, Akaroa"
POINT (172.9537163333 -43.8155871075),289707,AIMS,257913,34,Hempleman Drive,"34 Hempleman Drive, Akaroa",Christchurch City,,,,,,34,,,,Hempleman,Drive,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95371633,-43.81558707,Hempleman,,,Akaroa,Akaroa,Hempleman Drive,"34 Hempleman Drive, Akaroa"
POINT (172.9536926 -43.8161023408),289708,AIMS,257914,35,Hempleman Drive,"35 Hempleman Drive, Akaroa",Christchurch City,,,,,,35,,,,Hempleman,Drive,,,,Akaroa,Akaroa,Thoroughfare,Current,172.9536926,-43.8161023,Hempleman,,,Akaroa,Akaroa,Hempleman Drive,"35 Hempleman Drive, Akaroa"
POINT (172.7087128167 -43.5062226908),272340,AIMS,243613,114,Eureka Street,"114 Eureka Street, Aranui, Christchurch",Christchurch City,,,,,,114,,,,Eureka,Street,,,,Aranui,Christchurch,Thoroughfare,Current,172.70871282,-43.50622265,Eureka,,,Aranui,Christchurch,Eureka Street,"114 Eureka Street, Aranui, Christchurch"
POINT (172.7098864333 -43.5007548075),272227,AIMS,243547,85,Bower Avenue,"85 Bower Avenue, New Brighton, Christchurch",Christchurch City,,,,,,85,,,,Bower,Avenue,,,,New Brighton,Christchurch,Thoroughfare,Current,172.70988643,-43.50075477,Bower,,,New Brighton,Christchurch,Bower Avenue,"85 Bower Avenue, New Brighton, Christchurch"
POINT (172.9533708833 -43.8158931741),289711,AIMS,257917,38,Hempleman Drive,"38 Hempleman Drive, Akaroa",Christchurch City,,,,,,38,,,,Hempleman,Drive,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95337088,-43.81589313,Hempleman,,,Akaroa,Akaroa,Hempleman Drive,"38 Hempleman Drive, Akaroa"
POINT (172.6578417167 -43.4939695575),588073,AIMS,523616,7,Palm Drive,"7 Palm Drive, Shirley, Christchurch",Christchurch City,,,,,,7,,,,Palm,Drive,,,,Shirley,Christchurch,Thoroughfare,Current,172.65784172,-43.49396952,Palm,,,Shirley,Christchurch,Palm Drive,"7 Palm Drive, Shirley, Christchurch"
POINT (172.6623062 -43.5047086741),1327806,AIMS,1659599,47A,Marshland Road,"47A Marshland Road, Shirley, Christchurch",Christchurch City,,,,,,47,A,,,Marshland,Road,,,,Shirley,Christchurch,Thoroughfare,Current,172.6623062,-43.50470863,Marshland,,,Shirley,Christchurch,Marshland Road,"47A Marshland Road, Shirley, Christchurch"
POINT (172.6625010167 -43.4614093074),1556206,AIMS,3186977,26,Lower Styx Road,"26 Lower Styx Road, Marshland, Christchurch",Christchurch City,,,,,,26,,,,Lower Styx,Road,,,,Marshland,Christchurch,Thoroughfare,Current,172.66250102,-43.46140927,Lower Styx,,,Marshland,Christchurch,Lower Styx Road,"26 Lower Styx Road, Marshland, Christchurch"
POINT (172.6635242833 -43.5050848075),1734081,AIMS,1462589,1,Alma Place,"1 Alma Place, Shirley, Christchurch",Christchurch City,,,,,,1,,,,Alma,Place,,,,Shirley,Christchurch,Thoroughfare,Current,172.66352428,-43.50508477,Alma,,,Shirley,Christchurch,Alma Place,"1 Alma Place, Shirley, Christchurch"
POINT (172.6660367 -43.4690739574),1843231,AIMS,3133165,3,Te Aue Street,"3 Te Aue Street, Marshland, Christchurch",Christchurch City,,,,,,3,,,,Te Aue,Street,,,,Marshland,Christchurch,Thoroughfare,Current,172.6660367,-43.46907392,Te Aue,,,Marshland,Christchurch,Te Aue Street,"3 Te Aue Street, Marshland, Christchurch"
POINT (172.6644605167 -43.4680974407),1847977,AIMS,3133176,76,Metehau Street,"76 Metehau Street, Marshland, Christchurch",Christchurch City,,,,,,76,,,,Metehau,Street,,,,Marshland,Christchurch,Thoroughfare,Current,172.66446052,-43.4680974,Metehau,,,Marshland,Christchurch,Metehau Street,"76 Metehau Street, Marshland, Christchurch"
POINT (172.6688953 -43.4684251407),1851894,AIMS,3133011,2,Ruapani Street,"2 Ruapani Street, Marshland, Christchurch",Christchurch City,,,,,,2,,,,Ruapani,Street,,,,Marshland,Christchurch,Thoroughfare,Current,172.6688953,-43.4684251,Ruapani,,,Marshland,Christchurch,Ruapani Street,"2 Ruapani Street, Marshland, Christchurch"
POINT (172.6843862 -43.4985183908),1968162,AIMS,3130153,20D,Burwood Road,"20D Burwood Road, Burwood, Christchurch",Christchurch City,,,,,,20,D,,,Burwood,Road,,,,Burwood,Christchurch,Thoroughfare,Current,172.6843862,-43.49851835,Burwood,,,Burwood,Christchurch,Burwood Road,"20D Burwood Road, Burwood, Christchurch"
POINT (172.7104205543 -43.5065296294),3006800,CADS,6800,1/38,Meon Street,"1/38 Meon Street, Aranui, Christchurch",Christchurch City,,1,,,,38,,,,Meon,Street,,,,Aranui,Christchurch,Thoroughfare,Current,172.71042055,-43.50652959,Meon,,,Aranui,Christchurch,Meon Street,"1/38 Meon Street, Aranui, Christchurch"
POINT (172.9549697 -43.8161067575),289723,AIMS,257929,52,Onuku Road,"52 Onuku Road, Akaroa",Christchurch City,,,,,,52,,,,Onuku,Road,,,,Akaroa,Akaroa,Thoroughfare,Current,172.9549697,-43.81610672,Onuku,,,Akaroa,Akaroa,Onuku Road,"52 Onuku Road, Akaroa"
POINT (172.9524554833 -43.8170686408),289731,AIMS,257937,64,Onuku Road,"64 Onuku Road, Akaroa",Christchurch City,,,,,,64,,,,Onuku,Road,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95245548,-43.8170686,Onuku,,,Akaroa,Akaroa,Onuku Road,"64 Onuku Road, Akaroa"
POINT (172.7196785667 -43.5049400408),276595,AIMS,3188902,321,Keyes Road,"321 Keyes Road, New Brighton, Christchurch",Christchurch City,,,,,,321,,,,Keyes,Road,,,,New Brighton,Christchurch,Thoroughfare,Current,172.71967857,-43.50494,Keyes,,,New Brighton,Christchurch,Keyes Road,"321 Keyes Road, New Brighton, Christchurch"
POINT (172.94613485 -43.8352715408),289734,AIMS,257940,389,Onuku Road,"389 Onuku Road, Akaroa",Christchurch City,,,,,,389,,,,Onuku,Road,,,,Akaroa,Akaroa,Thoroughfare,Current,172.94613485,-43.8352715,Onuku,,,Akaroa,Akaroa,Onuku Road,"389 Onuku Road, Akaroa"
POINT (172.72554705 -43.5067823075),1965871,AIMS,2771007,3/74,Hawke Street,"3/74 Hawke Street, New Brighton, Christchurch",Christchurch City,,3,,,,74,,,,Hawke,Street,,,,New Brighton,Christchurch,Thoroughfare,Current,172.72554705,-43.50678227,Hawke,,,New Brighton,Christchurch,Hawke Street,"3/74 Hawke Street, New Brighton, Christchurch"
POINT (172.7271256167 -43.5048022908),280360,AIMS,250187,7,Howe Street,"7 Howe Street, New Brighton, Christchurch",Christchurch City,,,,,,7,,,,Howe,Street,,,,New Brighton,Christchurch,Thoroughfare,Current,172.72712562,-43.50480225,Howe,,,New Brighton,Christchurch,Howe Street,"7 Howe Street, New Brighton, Christchurch"
POINT (172.7204900333 -43.4853853908),275427,AIMS,246214,11,Aston Drive,"11 Aston Drive, Waimairi Beach, Christchurch",Christchurch City,,,,,,11,,,,Aston,Drive,,,,Waimairi Beach,Christchurch,Thoroughfare,Current,172.72049003,-43.48538535,Aston,,,Waimairi Beach,Christchurch,Aston Drive,"11 Aston Drive, Waimairi Beach, Christchurch"
POINT (172.7204089833 -43.4837878075),275183,AIMS,245999,20,Aston Drive,"20 Aston Drive, Waimairi Beach, Christchurch",Christchurch City,,,,,,20,,,,Aston,Drive,,,,Waimairi Beach,Christchurch,Thoroughfare,Current,172.72040898,-43.48378777,Aston,,,Waimairi Beach,Christchurch,Aston Drive,"20 Aston Drive, Waimairi Beach, Christchurch"
POINT (172.667452 -43.4059920407),249319,AIMS,2747572,7,Pine Avenue,"7 Pine Avenue, Kainga, Christchurch",Christchurch City,,,,,,7,,,,Pine,Avenue,,,,Kainga,Christchurch,Thoroughfare,Current,172.667452,-43.405992,Pine,,,Kainga,Christchurch,Pine Avenue,"7 Pine Avenue, Kainga, Christchurch"
POINT (172.6974881667 -43.3992137407),266082,AIMS,239395,59,Harbour Road,"59 Harbour Road, Brooklands, Christchurch",Christchurch City,,,,,,59,,,,Harbour,Road,,,,Brooklands,Christchurch,Thoroughfare,Current,172.69748817,-43.3992137,Harbour,,,Brooklands,Christchurch,Harbour Road,"59 Harbour Road, Brooklands, Christchurch"
POINT (172.75965175 -43.5678622575),285870,AIMS,2767882,1/6,Burgess Street,"1/6 Burgess Street, Sumner, Christchurch",Christchurch City,,1,,,,6,,,,Burgess,Street,,,,Sumner,Christchurch,Thoroughfare,Current,172.75965175,-43.56786222,Burgess,,,Sumner,Christchurch,Burgess Street,"1/6 Burgess Street, Sumner, Christchurch"
POINT (172.7606704333 -43.5709433241),285970,AIMS,1529522,19,Stoke Street,"19 Stoke Street, Sumner, Christchurch",Christchurch City,,,,,,19,,,,Stoke,Street,,,,Sumner,Christchurch,Thoroughfare,Current,172.76067043,-43.57094328,Stoke,,,Sumner,Christchurch,Stoke Street,"19 Stoke Street, Sumner, Christchurch"
POINT (172.7615392833 -43.5701848575),286319,AIMS,254772,7,Stoke Street,"7 Stoke Street, Sumner, Christchurch",Christchurch City,,,,,,7,,,,Stoke,Street,,,,Sumner,Christchurch,Thoroughfare,Current,172.76153928,-43.57018482,Stoke,,,Sumner,Christchurch,Stoke Street,"7 Stoke Street, Sumner, Christchurch"
POINT (172.7649454 -43.5762604075),286678,AIMS,255096,51,Head Street,"51 Head Street, Sumner, Christchurch",Christchurch City,,,,,,51,,,,Head,Street,,,,Sumner,Christchurch,Thoroughfare,Current,172.7649454,-43.57626037,Head,,,Sumner,Christchurch,Head Street,"51 Head Street, Sumner, Christchurch"
POINT (172.7651987 -43.5720119075),286845,AIMS,255251,108,Esplanade,"108 Esplanade, Sumner, Christchurch",Christchurch City,,,,,,108,,,,Esplanade,,,,,Sumner,Christchurch,Thoroughfare,Current,172.7651987,-43.57201187,Esplanade,,,Sumner,Christchurch,Esplanade,"108 Esplanade, Sumner, Christchurch"
POINT (172.7619272667 -43.5704221741),1735774,AIMS,1463851,71,Nayland Street,"71 Nayland Street, Sumner, Christchurch",Christchurch City,,,,,,71,,,,Nayland,Street,,,,Sumner,Christchurch,Thoroughfare,Current,172.76192727,-43.57042213,Nayland,,,Sumner,Christchurch,Nayland Street,"71 Nayland Street, Sumner, Christchurch"
POINT (172.7474717731 -43.5665903993),3003652,CADS,3652,262A,Main Road,"262A Main Road, Clifton, Christchurch",Christchurch City,,,,,,262,A,,,Main,Road,,,,Clifton,Christchurch,Thoroughfare,Current,172.74747177,-43.56659036,Main,,,Clifton,Christchurch,Main Road,"262A Main Road, Clifton, Christchurch"
POINT (172.95601305 -43.8145944741),289860,AIMS,258049,11,Hempleman Drive,"11 Hempleman Drive, Akaroa",Christchurch City,,,,,,11,,,,Hempleman,Drive,,,,Akaroa,Akaroa,Thoroughfare,Current,172.95601305,-43.81459443,Hempleman,,,Akaroa,Akaroa,Hempleman Drive,"11 Hempleman Drive, Akaroa"
POINT (172.7670846812 -43.5729757146),3018985,CADS,18985,1/124,Esplanade,"1/124 Esplanade, Sumner, Christchurch",Christchurch City,,1,,,,124,,,,Esplanade,,,,,Sumner,Christchurch,Thoroughfare,Current,172.76708468,-43.57297567,Esplanade,,,Sumner,Christchurch,Esplanade,"1/124 Esplanade, Sumner, Christchurch"
POINT (172.9666662167 -43.8067759575),290596,AIMS,1573425,3A,Beach Road,"3A Beach Road, Akaroa",Christchurch City,,,,,,3,A,,,Beach,Road,,,,Akaroa,Akaroa,Thoroughfare,Current,172.96666622,-43.80677592,Beach,,,Akaroa,Akaroa,Beach Road,"3A Beach Road, Akaroa"
POINT (172.1722930667 -43.2994347907),152091,AIMS,2977894,27,Woodside Road,"27 Woodside Road, Oxford",Waimakariri District,,,,,,27,,,,Woodside,Road,,,,Oxford,Oxford,Thoroughfare,Current,172.17229307,-43.29943475,Woodside,,,Oxford,Oxford,Woodside Road,"27 Woodside Road, Oxford"
POINT (172.177686 -43.300170324),152240,AIMS,1490260,153,Main Street,"153 Main Street, Oxford",Waimakariri District,,,,,,153,,,,Main,Street,,,,Oxford,Oxford,Thoroughfare,Current,172.177686,-43.30017028,Main,,,Oxford,Oxford,Main Street,"153 Main Street, Oxford"
POINT (172.1874120833 -43.2974173074),152670,AIMS,1564154,9A,Bay Road,"9A Bay Road, Oxford",Waimakariri District,,,,,,9,A,,,Bay,Road,,,,Oxford,Oxford,Thoroughfare,Current,172.18741208,-43.29741727,Bay,,,Oxford,Oxford,Bay Road,"9A Bay Road, Oxford"
POINT (172.1806040833 -43.2846864074),1690640,AIMS,3972453,677,Bay Road,"677 Bay Road, Oxford",Waimakariri District,,,,,,677,,,,Bay,Road,,,,Oxford,Oxford,Thoroughfare,Current,172.18060408,-43.28468637,Bay,,,Oxford,Oxford,Bay Road,"677 Bay Road, Oxford"
POINT (177.1068671667 -37.982158654),1940299,AIMS,6794954,329,Harbour Road,"329 Harbour Road, Ōhope",Whakatane District,,,,,,329,,,,Harbour,Road,,,,Ōhope,Ōhope,Thoroughfare,Current,177.10686717,-37.98215862,Harbour,,,Ohope,Ohope,Harbour Road,"329 Harbour Road, Ohope"
POINT (172.5813606667 -43.3089374907),179273,AIMS,2707683,60,West Belt,"60 West Belt, Rangiora",Waimakariri District,,,,,,60,,,,West,Belt,,,,Rangiora,Rangiora,Thoroughfare,Current,172.58136067,-43.30893745,West,,,Rangiora,Rangiora,West Belt,"60 West Belt, Rangiora"
POINT (172.5924076167 -43.297645074),185047,AIMS,2702099,1,Boyd Street,"1 Boyd Street, Rangiora",Waimakariri District,,,,,,1,,,,Boyd,Street,,,,Rangiora,Rangiora,Thoroughfare,Current,172.59240762,-43.29764503,Boyd,,,Rangiora,Rangiora,Boyd Street,"1 Boyd Street, Rangiora"
POINT (172.5908215833 -43.311685124),186149,AIMS,174188,41,Johns Road,"41 Johns Road, Rangiora",Waimakariri District,,,,,,41,,,,Johns,Road,,,,Rangiora,Rangiora,Thoroughfare,Current,172.59082158,-43.31168508,Johns,,,Rangiora,Rangiora,Johns Road,"41 Johns Road, Rangiora"
POINT (172.5878078167 -43.305711724),186195,AIMS,3181973,4,Park Street,"4 Park Street, Rangiora",Waimakariri District,,,,,,4,,,,Park,Street,,,,Rangiora,Rangiora,Thoroughfare,Current,172.58780782,-43.30571168,Park,,,Rangiora,Rangiora,Park Street,"4 Park Street, Rangiora"
POINT (172.5890451167 -43.3182559407),186704,AIMS,174678,3,Bell Street,"3 Bell Street, Rangiora",Waimakariri District,,,,,,3,,,,Bell,Street,,,,Rangiora,Rangiora,Thoroughfare,Current,172.58904512,-43.3182559,Bell,,,Rangiora,Rangiora,Bell Street,"3 Bell Street, Rangiora"
POINT (172.5992967833 -43.299307274),193234,AIMS,3182341,113,East Belt,"113 East Belt, Rangiora",Waimakariri District,,,,,,113,,,,East,Belt,,,,Rangiora,Rangiora,Thoroughfare,Current,172.59929678,-43.29930723,East,,,Rangiora,Rangiora,East Belt,"113 East Belt, Rangiora"
POINT (172.6004019167 -43.3182761074),193968,AIMS,2707165,11,South Belt,"11 South Belt, Rangiora",Waimakariri District,,,,,,11,,,,South,Belt,,,,Rangiora,Rangiora,Thoroughfare,Current,172.60040192,-43.31827607,South,,,Rangiora,Rangiora,South Belt,"11 South Belt, Rangiora"
POINT (172.5924580833 -43.2947621907),1383687,AIMS,1212779,8,Archer Place,"8 Archer Place, Rangiora",Waimakariri District,,,,,,8,,,,Archer,Place,,,,Rangiora,Rangiora,Thoroughfare,Current,172.59245808,-43.29476215,Archer,,,Rangiora,Rangiora,Archer Place,"8 Archer Place, Rangiora"
POINT (172.5740479167 -43.2954367074),1415448,AIMS,1236543,1,Epsom Drive,"1 Epsom Drive, Rangiora",Waimakariri District,,,,,,1,,,,Epsom,Drive,,,,Rangiora,Rangiora,Thoroughfare,Current,172.57404792,-43.29543667,Epsom,,,Rangiora,Rangiora,Epsom Drive,"1 Epsom Drive, Rangiora"
POINT (172.6017441 -43.305176424),1443904,AIMS,1676454,54A,East Belt,"54A East Belt, Rangiora",Waimakariri District,,,,,,54,A,,,East,Belt,,,,Rangiora,Rangiora,Thoroughfare,Current,172.6017441,-43.30517638,East,,,Rangiora,Rangiora,East Belt,"54A East Belt, Rangiora"
POINT (172.5922062 -43.305436274),1660482,AIMS,3181926,162,King Street,"162 King Street, Rangiora",Waimakariri District,,,,,,162,,,,King,Street,,,,Rangiora,Rangiora,Thoroughfare,Current,172.5922062,-43.30543623,King,,,Rangiora,Rangiora,King Street,"162 King Street, Rangiora"
POINT (172.6331188833 -43.382537274),1724249,AIMS,3147523,3,Bate Place,"3 Bate Place, Kaiapoi",Waimakariri District,,,,,,3,,,,Bate,Place,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.63311888,-43.38253723,Bate,,,Kaiapoi,Kaiapoi,Bate Place,"3 Bate Place, Kaiapoi"
POINT (172.5909176667 -43.2904259574),1727451,AIMS,2790478,26,Riverview Road,"26 Riverview Road, Rangiora",Waimakariri District,,,,,,26,,,,Riverview,Road,,,,Rangiora,Rangiora,Thoroughfare,Current,172.59091767,-43.29042592,Riverview,,,Rangiora,Rangiora,Riverview Road,"26 Riverview Road, Rangiora"
POINT (172.64110225 -43.390868724),224411,AIMS,206483,8,Hamel Lane,"8 Hamel Lane, Kaiapoi",Waimakariri District,,,,,,8,,,,Hamel,Lane,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.64110225,-43.39086868,Hamel,,,Kaiapoi,Kaiapoi,Hamel Lane,"8 Hamel Lane, Kaiapoi"
POINT (172.6508968333 -43.385755774),233432,AIMS,213951,6,Hugh Street,"6 Hugh Street, Kaiapoi",Waimakariri District,,,,,,6,,,,Hugh,Street,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.65089683,-43.38575573,Hugh,,,Kaiapoi,Kaiapoi,Hugh Street,"6 Hugh Street, Kaiapoi"
POINT (172.6636744167 -43.3793566074),241227,AIMS,2760734,29,Meadow Street,"29 Meadow Street, Kaiapoi",Waimakariri District,,,,,,29,,,,Meadow,Street,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.66367442,-43.37935657,Meadow,,,Kaiapoi,Kaiapoi,Meadow Street,"29 Meadow Street, Kaiapoi"
POINT (172.6582884 -43.3696783074),240830,AIMS,3185679,25,Old North Road,"25 Old North Road, Kaiapoi",Waimakariri District,,,,,,25,,,,Old North,Road,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.6582884,-43.36967827,Old North,,,Kaiapoi,Kaiapoi,Old North Road,"25 Old North Road, Kaiapoi"
POINT (172.6720447333 -43.3552294907),248670,AIMS,225913,230,Lees Road,"230 Lees Road, Kaiapoi",Waimakariri District,,,,,,230,,,,Lees,Road,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.67204473,-43.35522945,Lees,,,Kaiapoi,Kaiapoi,Lees Road,"230 Lees Road, Kaiapoi"
POINT (172.6662966167 -43.370692724),1341518,AIMS,1179233,2,Stark Place,"2 Stark Place, Kaiapoi",Waimakariri District,,,,,,2,,,,Stark,Place,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.66629662,-43.37069268,Stark,,,Kaiapoi,Kaiapoi,Stark Place,"2 Stark Place, Kaiapoi"
POINT (172.6749223667 -43.3729388907),1369249,AIMS,3152530,151,Ferry Road,"151 Ferry Road, Kaiapoi",Waimakariri District,,,,,,151,,,,Ferry,Road,,,,Kaiapoi,Kaiapoi,Thoroughfare,Current,172.67492237,-43.37293885,Ferry,,,Kaiapoi,Kaiapoi,Ferry Road,"151 Ferry Road, Kaiapoi"
